,ru,fr,en
21023,создание,mise sur pied,creation
21024,создание,mise sur pied,development
21025,создание,mise sur pied,establishing
21026,создание,mise sur pied,setting up
21027,создание,mise sur pied,formation
21028,создание,mise sur pied,implementation
21029,создание,confection,construction
21030,создание,confection,making
21031,спорт,sport,sport
21032,спорт,sport,gym
21033,храбрец,brave,brave man
21034,декодирование,décodage,decoding
21035,декодирование,décodage,decryption
21036,декодирование,décodeur,decoding
21037,футляр,étui,case
21038,футляр,étui,sheath
21039,футляр,étui,sleeve
21040,футляр,étui,housing
21041,футляр,étui,box
21042,футляр,étui,casing
21043,футляр,sacoche,no_equality
21044,футляр,pochette,case
21045,футляр,pochette,sleeve
21046,футляр,boîtier,case
21047,футляр,boîtier,housing
21048,футляр,boîtier,box
21049,футляр,boîtier,casing
21050,футляр,gaine,sheath
21051,футляр,gaine,sleeve
21052,футляр,gaine,housing
21053,футляр,gaine,casing
21054,футляр,protecteur,no_equality
21055,футляр,habitacle,housing
21056,светский лев,lion,lion
21057,светский лев,lion,leo
21058,резистентность,résistance,resistance
21059,резистентность,pharmacorésistance,no_equality
21060,покрой,coupe,cut
21061,покрой,façon,no_equality
21062,мирянка,laïque,no_equality
21063,барабанный бой,batterie,no_equality
21064,станок,machine-outil,machine tool
21065,станок,machine,machine
21066,станок,machine,press
21067,станок,banc,no_equality
21068,станок,travail,no_equality
21069,станок,table,no_equality
21070,станок,chevalet,no_equality
21071,станок,monture,no_equality
21072,станок,train,no_equality
21073,станок,affût,no_equality
21074,внук,petit-fils,grandson
21075,внук,petit-fils,grandchild
21076,внук,petit-fils,grandkid
21077,представлять,représenter,represent
21078,представлять,représenter,pose
21079,представлять,représenter,representative
21080,представлять,représenter,visualize
21081,представлять,imaginer,imagine
21082,представлять,imaginer,think
21083,представлять,imaginer,visualize
21084,представлять,imaginer,envisage
21085,представлять,offrir,provide
21086,представлять,offrir,present
21087,представлять,offrir,make
21088,представлять,poser,present
21089,представлять,poser,pose
21090,представлять,présenter à,report to
21091,представлять,introduire,submit
21092,представлять,introduire,introduce
21093,представлять,introduire,file
21094,представлять,dévoiler,no_equality
21095,представлять,rendre,provide
21096,представлять,rendre,make
21097,представлять,rendre,produce
21098,представлять,rendre,render
21099,представлять,traiter,no_equality
21100,представлять,figurer,represent
21101,представлять,figurer,imagine
21102,представлять,figurer,feature
21103,представлять,formuler,submit
21104,представлять,formuler,provide
21105,представлять,formuler,make
21106,представлять,déposer,submit
21107,представлять,déposer,present
21108,представлять,déposer,introduce
21109,представлять,déposer,file
21110,порожняком,à vide,no_equality
21111,порожняком,vide,no_equality
21112,анонс,annonce,announcement
21113,анонс,annonce,advertisement
21114,анонс,bande-annonce,preview
21115,анонс,announce,no_equality
21116,мотор,moteur,engine
21117,мотор,moteur,motor
21118,мотор,moteur,car
21119,мотор,moulin,engine
21120,певчие,maîtrise,no_equality
21121,приступ,crise,attack
21122,приступ,crise,seizure
21123,приступ,crise,episode
21124,приступ,crise,fit
21125,приступ,coup de colère,no_equality
21126,приступ,ictus,stroke
21127,приступ,bouffée,no_equality
21128,приступ,coup,stroke
21129,приступ,onde,no_equality
21130,приступ,escalade,no_equality
21131,одобрить,approuver,endorse
21132,одобрить,approuver,approve
21133,одобрить,approuver,adopt
21134,одобрить,approuver,accept
21135,одобрить,approuver,welcome
21136,одобрить,approuver,agree
21137,одобрить,donner son approbation,approve
21138,мелочный,mesquin,petty
21139,мелочный,mesquin,small-minded
21140,водить,mener,take
21141,водить,mener,lead
21142,водить,emmener,drive
21143,водить,emmener,take
21144,водить,emmener,ride
21145,водить,promener,no_equality
21146,красивые вещи,beau,no_equality
21147,шпиль,clocher,spire
21148,шпиль,clocher,steeple
21149,шпиль,cabestan,capstan
21150,шпиль,Spire,spire
21151,начать разработку,entamer,no_equality
21152,внедриться,pénétrer,infiltrate
21153,снисходительность,indulgence,leniency
21154,снисходительность,indulgence,indulgence
21155,снисходительность,indulgence,forbearance
21156,снисходительность,indulgence,indulgent
21157,снисходительность,indulgence,lenient
21158,снисходительность,Clémence,leniency
21159,снисходительность,Clémence,clemency
21160,снисходительность,Clémence,lenient
21161,снисходительность,mansuétude,leniency
21162,снисходительность,mansuétude,indulgence
21163,снисходительность,compréhension,no_equality
21164,снисходительность,facilité,no_equality
21165,экспертное заключение,avis d'experts,expert opinion
21166,экспертное заключение,avis d'experts,expert advice
21167,экспертное заключение,avis d'experts,expert judgement
21168,экспертное заключение,avis d'experts,expert evidence
21169,экспертное заключение,avis,no_equality
21170,оплата,paiement,payment
21171,оплата,paiement,fee
21172,оплата,paiement,pay
21173,оплата,paiement,paid
21174,оплата,paie,payment
21175,оплата,paie,pay
21176,оплата,paie,paid
21177,оплата,paie,wage
21178,оплата,paye,payment
21179,оплата,paye,pay
21180,оплата,paye,paid
21181,оплата,paye,wage
