,word,local_word,pos
26163,environ,about,adverb
26164,carpien,carpal,adjective
26165,carpien,carpal tunnel syndrome,noun
26166,carpien,carpal tunnel,noun
26167,hémodynamique,hemodynamic,noun
26168,funéraire,funeral,noun
26169,funéraire,funerary,noun
26170,funéraire,funeral home,noun
26171,rabat,flap,noun
26172,dévoiler,unveil,verb
26173,débrouillard,resourceful,adjective
26174,siroter,sip,verb
26175,prophète,prophet,noun
26176,empathie,empathy,noun
26177,empathie,empathize,verb
26178,emprunteur,borrower,noun
26179,confiture,jam,noun
26180,continuellement,continually,adverb
26181,continuellement,continuously,adverb
26182,continuellement,constantly,adverb
26183,profusion,profusion,noun
26184,caspien,Caspian,noun
26185,barbecue,barbecue,noun
26186,repousser,push,verb
26187,repousser,fend,verb
26188,repousser,push back,noun
26189,McLeod,McLeod,noun
26190,résoudre,solve,verb
26191,résoudre,resolved,adjective
26192,bal,ballroom,noun
26193,bal,ball,noun
26194,grinçant,squeaky,adjective
26195,grinçant,creaky,adjective
26196,grinçant,creaking,participle
26197,constante,constant,noun
26198,constante,ongoing,adjective
26199,horrible,horrible,noun
26200,horrible,awful,adjective
26201,horrible,horrific,adjective
26202,horrible,gruesome,adjective
26203,horrible,ugly,adjective
26204,putois,polecat,noun
26205,organe,organ,noun
26206,fumant,steaming,participle
26207,humiliant,humiliating,adjective
26208,haleine,halitosis,noun
26209,inflation,inflation,noun
26210,nordique,Nordic,noun
26211,augmentation,increase,noun
26212,augmentation,rise,noun
26213,duelliste,duelist,noun
26214,Gédéon,Gideon,noun
26215,utilisé,commonly used,adjective
26216,linéarité,linearity,noun
26218,métrique,metric,noun
26219,regrettable,regrettable,adjective
26220,regrettable,unfortunate,noun
26221,sou,penny,noun
26222,régime,diet,noun
26223,macroscopique,macroscopic,adjective
26224,bureau,office,noun
26225,bureau,desktop,noun
26226,Gabion,gabion,noun
26227,identiquement,identically,adverb
26228,attacher,attach,verb
26229,attacher,tie,verb
26230,attacher,attached,adjective
26231,survécu,survived,noun
26232,signe,sign,noun
26233,colère,anger,noun
26234,colère,angry,noun
26235,colère,wrath,noun
26236,Lascif,lascivious,adjective
26237,Lascif,lustful,adjective
26238,Lascif,raunchy,adjective
26239,spécialement,specially,adverb
26240,spécialement,especially,adverb
26241,groseille,currant,noun
26242,groseille,redcurrant,noun
26243,hop,hop,noun
26244,épinglette,lapel,noun
26245,hommage,tribute,noun
26246,hommage,homage,noun
26247,hommage,honor,noun
26248,quadrangulaire,quadrangular,adjective
26249,suffocation,suffocation,noun
26250,donation,donation,noun
26251,contemporain,contemporary,noun
26252,casse,puzzle,noun
26253,casse,breakage,noun
26256,maladroit,awkward,adjective
26257,incinération,incineration,noun
26259,parlant,speaking,noun
26260,parlant,talking,adjective
26261,canular,hoax,noun
26262,paillettes,glitz,noun
26263,griller,grill,verb
26264,griller,toast,verb
26265,antichar,antitank,adjective
26266,Roma,Roma,noun
26267,récessif,recessive,adjective
26268,impérativement,necessarily,adverb
26269,chimio,chemo,noun
26270,légèrement,slightly,adverb
26271,légèrement,lightly,adverb
26272,basse,low,verb
26273,basse,bass,noun
26274,fille,girl,noun
26275,vivable,livable,adjective
26276,cuisine,kitchen,noun
26277,cuisine,cooking,noun
26278,cuisine,cook,verb
26280,exhortation,exhortation,noun
26281,firme,firm,noun
26282,régir,govern,verb
26283,régir,regulate,verb
26284,régir,administer,verb
26285,saigner,bleed,verb
26286,fausseté,falsity,noun
26287,latino,Latino,noun
3,frac,tailcoat,noun
5,électorat,electorate,noun
7,drapeau,flag,noun
8,Trojan,Trojan,noun
9,dénominateur,denominator,noun
12,quoi,what,determiner / pronoun
13,quoi,anything,pronoun
15,Gin,gin,verb
16,conférence,conference,noun
17,conférence,lecture,noun
18,quatrième,fourth,noun
19,multiplexeur,multiplexer,noun
20,perche,pole,noun
21,perche,perch,noun
22,collant,sticky,adjective
23,collant,tacky,noun
24,collant,pantyhose,noun
25,collant,tights,noun
26,récapitulatif,summary,noun
27,commanditaire,sponsor,noun
29,cri,cry,noun
30,cri,scream,noun
31,Dave,Dave,noun
33,Melinda,Melinda,noun
34,bûcher,bonfire,noun
35,bûcher,pyre,noun
36,thymine,thymine,noun
38,lettré,literate,noun
41,sikh,Sikh,noun
42,architecte,architect,noun
43,Judi,Judi,noun
44,Papi,grandpa,noun
47,centième,hundredth,noun
48,cool,cool,noun
49,cool,cooler,noun
51,généreux,generous,adjective
52,mystérieusement,mysteriously,adverb
53,iPod,iPod,noun
54,hyperbolique,hyperbolic,adjective
55,excessif,excessive,adjective
56,excessif,excess,noun
62,Corniche,cornice,noun
63,Corniche,ridge,noun
64,cabale,cabal,noun
65,ghetto,ghetto,noun
66,claviériste,keyboardist,noun
67,claviériste,keyboard player,noun
69,émerveiller,marvel,noun
70,émerveiller,amaze,verb
71,inutilisable,unusable,adjective
74,chatouillement,tickle,noun
75,chatouillement,tickling,noun
76,Kay,Kay,noun
77,Shawn,Shawn,noun
78,interdépendant,interdependent,adjective
80,symboliste,symbolist,noun
81,Gottfried,Gottfried,noun
82,ténor,tenor,noun
86,climatiseur,conditioner,noun
88,pollueur,polluter,noun
89,olfactif,olfactory,adjective
90,olfactif,smell,noun
91,COM,com,noun
94,toux,cough,noun
95,gay,gay,noun
100,inoubliable,unforgettable,adjective
101,calandre,grille,noun
102,calandre,radiator grille,noun
103,calandre,front grille,noun
104,calandre,calender,noun
105,numériser,scan,verb
106,numériser,digitise,verb
107,numériser,scanning,noun
108,contentieux,litigation,noun
109,ultérieurement,later,adverb
110,ultérieurement,subsequently,adverb
111,confinement,containment,noun
112,gratifiant,rewarding,adjective
113,gratifiant,gratifying,adjective
114,citadelle,citadel,noun
115,rythme,pace,noun
116,arabique,Arabian,noun
117,palmarès,track record,noun
118,dérober,shirk,verb
119,tache,spot,noun
122,transfiguration,Transfiguration,noun
123,Sandra,Sandra,noun
127,Bouddha,Buddha,noun
128,Bouddha,Buddhas,noun
129,Moscou,Moscow,noun
130,gingembre,ginger,noun
131,écotourisme,ecotourism,noun
132,écotourisme,eco-tourism,noun
134,Mathilde,Mathilde,noun
135,Mathilde,Matilda,noun
136,plaire,like it,verb
137,plaire,pleasant,adjective
143,réouvrir,reopen,verb
145,Vendetta,vendetta,noun
146,méprisable,despicable,adjective
149,authenticité,authenticity,noun
150,dépressif,depressive,adjective
153,tacheté,spotted,participle
154,Walter,Walter,noun
155,époxyde,epoxy,noun
156,irrésistiblement,irresistibly,adverb
157,irrésistiblement,overwhelmingly,adverb
161,radioactif,radioactive,adjective
167,goinfre,guzzler,noun
168,estrade,dais,noun
169,freezer,freezer compartment,noun
170,hyperactif,hyperactive,adjective
171,hyperactif,hyper,noun
173,reconsidération,reconsideration,noun
175,Nebraska,Nebraska,noun
176,chaussure,shoes,noun
177,chaussure,boot,verb
178,moldave,Moldovan,noun
179,commodément,conveniently,adverb
180,flatulence,flatulence,noun
181,frêle,frail,noun
182,Corrigan,Corrigan,noun
183,assainir,cleanse,verb
184,unique,unique,noun
185,unique,single,adjective
186,hall,lobby,noun
187,hall,hall,noun
188,Levine,Levine,noun
189,Western,Western,noun
190,biodiversité,biodiversity,noun
191,fringant,dashing,adjective
192,fringant,frisky,adjective
194,alexandrin,Alexandrian,noun
195,manomètre,gauge,noun
196,manomètre,pressure gauge,noun
197,Switch,switch,noun
199,royalties,royalty,noun
201,Komsomol,Komsomol,noun
202,thermos,thermos,noun
207,Lady,lady,noun
208,terres,farmland,noun
210,Pilar,Pilar,noun
211,oisif,idler,noun
213,Tarzan,Tarzan,noun
214,plumier,pen tray,noun
215,suceuse,sucking,participle
216,OCC,OCC,noun
219,éblouissement,glare,noun
220,faille,flaw,noun
221,faille,loophole,noun
222,héroïsme,heroism,noun
223,rockabilly,rockabilly,noun
224,enquêteur,investigator,noun
225,léviathan,leviathan,noun
229,phénoménologique,phenomenological,noun
230,tragédie,tragedy,noun
231,Mirabelle,mirabelle,noun
232,hautement,highly,adverb
233,Rancho,Rancho,noun
234,normatif,normative,adjective
235,normatif,standard-setting,noun
236,monospace,minivan,noun
237,anaérobie,anaerobic,adjective
238,mouillage,anchorage,noun
239,mouillage,wetting,noun
240,résumer,summarize,verb
241,résumer,summary,noun
242,cimentation,cementation,noun
243,fasciner,fascinated,adjective
244,fasciner,fascinate,verb
245,absurde,absurd,adjective
246,absurde,nonsense,noun
247,absurde,ridiculous,adjective
248,intimider,intimidate,verb
249,intimider,bully,verb
250,Joanna,Joanna,noun
251,nanisme,dwarfism,noun
252,malheureux,unhappy,adjective
253,malheureux,unfortunate,noun
254,habilitation,clearance,noun
255,étrangler,strangle,verb
256,étrangler,throttle,noun
257,diabolique,diabolical,adjective
258,diabolique,devilish,adjective
259,diabolique,satanic,noun
260,prérogative,prerogative,noun
261,connard,asshole,noun
262,méthane,methane,noun
263,méthane,methane gas,noun
264,franciscain,Franciscan,noun
265,policier,police officer,noun
266,policier,policeman,noun
267,policier,police force,noun
268,stalle,stalls,noun
269,tritium,tritium,noun
270,glaçure,glaze,noun
271,original,original,noun
272,rassembleur,gatherer,noun
273,pieux,pious,adjective
274,pieux,devout,adjective
275,pieux,religious,noun
276,pieux,godly,noun
277,institutionnalisation,institutionalization,noun
278,assassinat,murder,noun
279,assassinat,assassinate,verb
280,majestueux,majestic,adjective
281,majestueux,stately,adjective
282,majestueux,Grand,noun
285,chasteté,chastity,noun
286,restructurer,restructure,verb
287,opticien,optician,noun
288,BRIC,BRIC,noun
289,nix,nix,noun
291,topique,topical,adjective
292,Montparnasse,Montparnasse,noun
293,trieur,sorter,noun
294,Tan,tan,verb
295,liquidation,liquidation,noun
296,liquidation,winding,noun
297,liquidation,clearance,noun
298,fondu,melt,noun
299,fondu,molten,noun
305,impossibilité,impossibility,noun
306,impossibilité,inability,noun
307,lavabo,sink,noun
308,anonyme,anonymous,adjective
311,dermatite,dermatitis,noun
312,mécontent,dissatisfied,adjective
313,mécontent,unhappy,noun
314,mécontent,displeased,adjective
315,plomb,lead,noun
316,plomb,unleaded,adjective
317,affrontement,clash,noun
318,mercenaire,mercenary,adjective
319,mercenaire,hireling,noun
320,paresse,laziness,noun
321,Morne,dreary,noun
322,Morne,bleak,noun
323,Morne,dull,verb
324,Morne,gloomy,adjective
325,épineux,thorny,adjective
326,épineux,spiny,adjective
330,taxi,taxi,noun
331,secours,relief,noun
332,secours,aid,noun
333,timidité,shyness,noun
334,timidité,timidity,noun
335,accréditation,accreditation,noun
336,bercer,rock,verb
337,bercer,lull,noun
341,fourrer,shove,verb
342,chevalier,knight,noun
343,rêveur,dreamer,noun
344,rêveur,dreamy,adjective
345,rêveur,dream,noun
346,gribouiller,scribble,verb
347,expéditeur,sender,noun
348,expéditeur,shipper,noun
349,déchiqueter,shred,verb
351,relativiste,relativistic,noun
352,relativiste,relativist,noun
355,daltonien,colorblind,adjective
356,teinter,tint,verb
357,amende,fine,noun
358,roulette,roulette,noun
359,roulette,caster,noun
360,désarroi,disarray,noun
361,désarroi,dismay,noun
363,appauvrissement,impoverishment,noun
364,dissipateur,heatsink,noun
365,gargouillement,gurgling,noun
368,Recorder,recorder,noun
369,cadre,frame,noun
370,Arlington,Arlington,noun
371,coronaire,coronary,adjective
372,coronaire,coronal,noun
373,hautain,haughty,adjective
375,alternatif,alternative,noun
376,alternatif,alternating,adjective
377,vanne,valve,noun
378,tabatière,snuff,noun
379,Barlow,Barlow,noun
381,immatriculation,registration,noun
382,solide,solid,noun
383,solide,strong,adjective
384,solide,sturdy,adjective
385,solide,solidly,adverb
387,Medusa,Medusa,noun
388,remorque,trailer,noun
389,timonerie,wheelhouse,noun
391,déguster,taste,verb
392,galette,cake,noun
395,Dodger,dodger,noun
397,planification,schedule,noun
398,apothicaire,apothecary,noun
399,gravier,gravel,noun
402,Polytechnique,Polytechnical,noun
403,Polytechnique,Polytechnic University,noun
404,microfinancement,microfinance,noun
405,Adler,Adler,noun
407,sauvagerie,savagery,noun
408,sauvagerie,wildness,noun
409,orthographique,spell,noun
410,cosaque,Cossack,noun
411,Alina,Alina,noun
412,ides,ides,noun
413,Meg,meg,noun
414,emparer,seize,verb
415,emparer,grip,noun
416,emparer,take possession,noun
417,trimaran,trimaran,noun
418,retentir,sound,verb
419,amnésie,amnesia,noun
420,bivalent,bivalent,adjective
421,Kennedy,Kennedy,noun
427,proroger,extended,adjective
428,coupleur,coupler,noun
433,emballeur,packer,noun
434,emballeur,packager,noun
435,transcrire,transcribe,verb
436,ouvertement,openly,adverb
437,ouvertement,overtly,adverb
438,Hartford,Hartford,noun
439,Mossad,Mossad,noun
440,Charlie,Charlie,noun
441,irrésistible,irresistible,adjective
442,contentement,contentment,noun
443,ondelette,wavelet,noun
445,horodateur,timestamp,noun
446,désintéressement,selflessness,noun
447,désintéressement,disinterestedness,noun
448,bitmap,bitmap,noun
449,volontiers,willingly,adverb
450,volontiers,gladly,adverb
451,cancérogenèse,carcinogenesis,noun
453,Abdullah,Abdullah,noun
454,musculature,muscle,noun
455,foin,hay,noun
456,replier,fold,verb
459,Docking,docking,noun
460,initialiser,initialize,verb
461,scandale,scandal,noun
466,germe,germ,noun
468,différent,different,adjective
469,Lydie,Lydia,noun
470,sentiment,feeling,noun
471,sentiment,feel,verb
472,grippe,influenza,noun
473,inexplicable,inexplicable,adjective
474,Ridley,Ridley,noun
475,chevauchement,overlap,noun
477,nymphomane,nymphomaniac,noun
478,nymphomane,nympho,noun
481,concluant,conclusive,adjective
482,évangélique,evangelical,noun
485,caleçon,pants,noun
486,caleçon,underpants,noun
487,caleçon,boxer shorts,noun
488,exhorter,urge,verb
489,exhorter,encourage,noun
490,tarentule,tarantula,noun
491,résonateur,resonator,noun
492,flirter,flirt,verb
493,flirter,flirting,noun
496,Wyoming,Wyoming,noun
497,diagonale,diagonal,noun
498,écluse,lock,noun
499,moi,ego,noun
500,moi,with me,adverb
501,moi,on me,adverb
502,oligopole,oligopoly,noun
503,Elixir,elixir,noun
505,relax,relax,verb
506,boule,ball,noun
508,Carême,lent,noun
509,Carême,Lenten,noun
510,affilié,affiliate,noun
511,Evan,Evan,noun
512,bavure,burr,noun
513,Palatin,Palatine,noun
514,Palatin,Palatine hill,noun
515,Campbell,Campbell,noun
516,perpétuation,perpetuation,noun
517,Fantasia,fantasia,noun
518,impérieux,driving,noun
520,Capri,Capri,noun
521,écologique,ecological,adjective
522,écologique,green,noun
523,occasion,opportunity,noun
524,tout,all,determiner / pronoun
525,tout,everything,pronoun
526,tout,all of,determiner / pronoun
527,tout,any,determiner / pronoun
529,infini,infinite,noun
530,infini,endless,adjective
531,infini,infinity,noun
536,breveté,patent,noun
537,imposition,taxation,noun
538,homard,lobster,noun
539,illettrisme,illiteracy,noun
540,singulet,singlet,noun
542,soudain,sudden,noun
543,soudain,abrupt,adjective
544,soudain,suddenly,adverb
545,dès,soon,adverb
546,dès,as soon,adverb
547,dès,once,conjunction
548,dès,after,preposition
549,Sand,sand,noun
552,décongeler,thaw,noun
553,décongeler,defrosted,adjective
554,décongeler,defrost,verb
555,décongeler,defreeze,verb
556,tardif,late,noun
557,ultraléger,ultralight,noun
558,ultraléger,ultra-lightweight,noun
559,centripète,centripetal,adjective
561,capitaine,captain,noun
563,pigmentaire,pigmentosa,noun
564,cascade,waterfall,noun
565,infériorité,inferiority,noun
566,autostop,hitchhike,verb
568,devoir,must,noun
569,devoir,do,verb
570,devoir,need,verb
573,Alyson,alyson,noun
574,Botnie,Bothnia,noun
575,Martha,Martha,noun
578,observer,observe,verb
579,observer,see,verb
580,observer,observed,noun
581,fenestration,fenestration,noun
582,unificateur,unifier,noun
583,respectueusement,respectfully,adverb
585,faisable,feasible,adjective
586,exhaler,exhale,verb
588,holographique,holographic,adjective
589,analogue,analogue,noun
590,analogue,similar,adjective
591,psoriasique,psoriatic,noun
595,adulation,adulation,noun
596,rallonge,extension cord,noun
597,Bimbo,bimbo,noun
598,porche,porch,noun
599,porche,front porch,noun
600,Carina,Carina,noun
603,soupir,sigh,noun
605,Kurt,Kurt,noun
607,trapèze,trapezoid,noun
608,trapèze,trapeze,noun
609,rapatriement,repatriation,noun
613,humanitaire,humanitarian,noun
614,chêne,oak,noun
615,chêne,oak tree,noun
616,manuel,manual,noun
617,servitude,easement,noun
618,servitude,bondage,noun
619,servitude,servitude,noun
620,interdire,prohibit,verb
624,Triton,Triton,noun
625,Triton,newt,noun
626,Triton,Tritone,noun
627,implantation,implantation,noun
628,adhérer,join,verb
629,adhérer,adhere,verb
630,adhérer,subscribe,noun
633,couette,duvet,noun
635,licencié,licensee,noun
636,licencié,fired,participle
637,licencié,laid,participle
638,licencié,sacked,participle
639,babylonien,Babylonian,noun
640,giclée,squirt,noun
641,audit,audit,noun
642,abreuvoir,watering place,noun
643,amnistie,amnesty,noun
645,paralyser,paralyzed,adjective
646,paralyser,cripple,verb
647,paralyser,paralyze,verb
648,paralyser,paralysed,adjective
649,strangulation,strangulation,noun
650,coroner,coroner,noun
651,McNamara,McNamara,noun
652,groom,groom,noun
653,groom,bellhop,noun
654,inégalité,inequality,noun
