,word,local_word,pos,examples,local_examples,examples_and_definitions
1266,fire,увольнять,verb,to fire employees|,увольнять сотрудников | ,to fire employees|lay off | dismiss | 
1267,fire,выстрелить,verb,empty_cell,empty_cell,shoot | get shot | 
1268,fire,произвести,verb,empty_cell,empty_cell,produce | make | perform | generate | manufacture | produce | 
1269,fire,применить,verb,to fire tear gas|,применить слезоточивый газ | ,to fire tear gas|apply | implement | deploy | apply | impose | 
1270,fire up,запускать,verb,empty_cell,empty_cell,run | launch | execute | launch | fly | run | fire | start up | fire up | 
1271,fish,рыбачить,verb,empty_cell,empty_cell,empty_cell
1272,fish,ловить рыбу,verb,empty_cell,empty_cell,empty_cell
1273,fish,удить,verb,empty_cell,empty_cell,empty_cell
1274,fish,выловить,verb,empty_cell,empty_cell,empty_cell
1275,fish,ловить,verb,empty_cell,empty_cell,catch | catch | bring down | 
1276,fishing,рыбная ловля,noun,empty_cell,empty_cell,empty_cell
1277,fishing,рыбалка,noun,sport fishing|winter fishing|,спортивная рыбалка | зимняя рыбалка | ,sport fishing|winter fishing|fishing trip | angler | fishery | 
1278,fishing,рыболовство,noun,industrial fishing|amateur fishing|commercial fishing|,промышленное рыболовство | любительского рыболовства | промысловое рыболовство | ,industrial fishing|amateur fishing|commercial fishing|fishery | 
1279,fishing,ловля,noun,empty_cell,empty_cell,fishery | 
1280,fishing,лов,noun,empty_cell,empty_cell,empty_cell
1281,fishing,любители рыбалки,noun,empty_cell,empty_cell,empty_cell
1282,fishing,вылов,noun,sturgeon fishing|,вылов осетровых | ,sturgeon fishing|catch | 
1283,fishing,рыбное хозяйство,noun,empty_cell,empty_cell,empty_cell
1284,fishing,промысел,noun,empty_cell,empty_cell,craft | oil field | handicraft | 
1285,fit,стройный,adj,empty_cell,empty_cell,slender | slim | thin | better looking | 
1286,fit,посадка,noun,empty_cell,empty_cell,landing | boarding | gate | planting | soft landing | sitting | plantation | 
1287,fit,приступ,noun,empty_cell,empty_cell,attack | bout | seizure | episode | stroke | heart attack | spurt | tantrum | 
1288,fit,соответствие,noun,empty_cell,empty_cell,compliance | conformity | correspondence | match | accordance | consistency | alignment | conformance | 
1289,fit,припадок,noun,empty_cell,empty_cell,seizure | 
1290,fit,порыв,noun,fit of passion|,порыве страсти | ,fit of passion|impulse | gust | rush | 
1291,fit,физическая форма,noun,empty_cell,empty_cell,empty_cell
1292,fit,подбор,noun,empty_cell,empty_cell,selection | recruitment | sourcing | picking | 
1293,fit,подходить,verb,to fit perfectly|,отлично подходить | ,to fit perfectly|suit | approach | come up | walk up | place | go up | match | befit | 
1294,fit,соответствовать,verb,to fit that description|,соответствовать этому описанию | ,to fit that description|meet | match | correspond | satisfy | fulfill | suit | meet | match | 
1295,fit,вписываться,verb,to fit very well|,точно вписываться | ,to fit very well|
1296,fit,помещаться,verb,empty_cell,empty_cell,place | house therein | 
1297,fit,подойти,verb,empty_cell,empty_cell,come | come up | go up | walk | approach | go over | walk up | suit | 
1298,fit,отвечать,verb,empty_cell,empty_cell,meet | answer | reply | respond | satisfy | fulfill | satisfy | 
1299,fit,поместиться,verb,empty_cell,empty_cell,empty_cell
1300,fit,укладываться,verb,empty_cell,empty_cell,stack | 
1301,fit,уместиться,verb,empty_cell,empty_cell,empty_cell
1302,flight,рейс,noun,international flight|connecting flight|charter flight|regular flight|,международный рейс | стыковочный рейс | чартерный рейс | регулярный рейс | ,international flight|connecting flight|charter flight|regular flight|departure | 
1303,flight,полет,noun,space flight|first flight|first space flight|Creative Flight|,космический полет | первый полет | Первый космический полет | творческий полет | ,space flight|first flight|first space flight|Creative Flight|mission | flying | 
1304,flight,самолет,noun,empty_cell,empty_cell,aircraft | plane | airplane | jet | airliner | 
1305,flight,перелет,noun,long flight|,длительный перелет | ,long flight|
1306,flight,авиарейс,noun,domestic flight|,внутренний авиарейс | ,domestic flight|
1307,flight,бегство,noun,capital flight|,бегство капитала | ,capital flight|escape | run | exodus | stampede | 
1308,flight,вылет,noun,empty_cell,empty_cell,departure | sortie | take-off | departure time | radius | flight departure | escape | 
1309,flight,авиабилет,noun,empty_cell,empty_cell,ticket | air ticket | airline ticket | flight ticket | airtickets | airfare | plane-ticket | 
1310,along,вдоль,adv,empty_cell,empty_cell,empty_cell
1311,along,вдоль,prep,empty_cell,empty_cell,empty_cell
1312,along with,вместе с,prep,empty_cell,empty_cell,together with | alongside | 
1313,along with,наряду с,prep,empty_cell,empty_cell,together with | alongside | in addition to | apart from | besides | 
1314,along with,совместно с,prep,empty_cell,empty_cell,together with | jointly with | in conjunction with | in cooperation with | in partnership with | in collaboration with | 
1315,along with,помимо,prep,empty_cell,empty_cell,besides | in addition to | apart from | beyond | aside from | other than | as well as | 
1316,bedroom,спальня,noun,separate bedroom|spacious bedroom|double bedroom|large bedroom|,отдельная спальня | просторная спальня | двухместная спальня | большая спальня | ,separate bedroom|spacious bedroom|double bedroom|large bedroom|bedroom apartment | 
1317,beer,пиво,noun,draft beer|cold beer|belgian beer|Czech beer|,разливное пиво | холодное пиво | бельгийское пиво | чешское пиво | ,draft beer|cold beer|belgian beer|Czech beer|
1318,beer,сорта пива,noun,empty_cell,empty_cell,empty_cell
1319,before,прежде,adv,empty_cell,empty_cell,previously | formerly | 
1320,before,назад,adv,empty_cell,empty_cell,back | backward | early | 
1321,before,до,prep,empty_cell,empty_cell,to | until | up to | till | 
1322,before,перед,prep,empty_cell,empty_cell,in front of | prior to | 
1323,before,пока не,conj,Let's just stop it now before we start saying things we might regret later|,"Лучше остановиться, пока мы не наговорили друг другу таких вещей, о которых потом будем сожалеть | ",Let's just stop it now before we start saying things we might regret later|
1324,before,прежде чем,conj,She went away before I could say anything|,"Она ушла, прежде чем я успел что-то сказать | ",She went away before I could say anything|
1325,begin,начать,verb,to begin work|to begin the game|to begin an investigation|to begin his drug war|,начать работу | начать игру | начать расследование | начать свою войну | ,to begin work|to begin the game|to begin an investigation|to begin his drug war|start | launch | initiate | open | 
1326,begin,начинать,verb,to begin his story|to begin the test company|,начинать свой рассказ | начинать тестовое предприятие | ,to begin his story|to begin the test company|start | launch | initiate | commence | 
1327,begin,начинаться,verb,to begin with the first step|,начинаться с первого шага | ,to begin with the first step|start | 
1328,begin,стать,verb,empty_cell,empty_cell,become | start | become | be | get | make | come | 
1329,begin,начаться,verb,to begin this week|,начаться на этой неделе | ,to begin this week|start | start | break out | erupt | take place | commence | usher | 
